,iso_code,location,total_cases,total_deaths
0,ARG,Argentina,1090576.0,28896.0
1,BOL,Bolivia,140853.0,8645.0
2,BRA,Brazil,5394128.0,157134.0
3,CHL,Chile,502063.0,13944.0
4,COL,Colombia,1015885.0,30154.0
5,ECU,Ecuador,161635.0,12553.0
6,FLK,Falkland Islands,13.0,0.0
7,GUY,Guyana,4023.0,119.0
8,PER,Peru,888715.0,34149.0
9,PRY,Paraguay,59594.0,1309.0
10,SUR,Suriname,5170.0,109.0
11,URY,Uruguay,2851.0,53.0
12,VEN,Venezuela,89565.0,773.0
